Dependents,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Gender_nan,Married_Yes,Married_nan,Self_Employed_Yes,Self_Employed_nan,Education_Not Graduate,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y,TotalIncome
0.333333333,0.465602355,0.591226049,0.75,1,1,0,1,0,0,0,0,0,0,0,0.127634112
0.333333333,0.643881325,1.139124158,0.75,0,1,0,1,0,0,0,0,0,0,0,0.681923362
0.333333333,0.882371451,1.260485015,0.175,1,1,0,1,0,0,0,0,0,0,0,1.010221594
0,0.551528331,0.905378698,0.75,1,1,0,1,0,0,0,0,0,1,1,0.538801481
0,0.525118874,0.665640535,0.75,1,0,0,0,0,0,0,1,1,0,1,0.199724314
0,0.946506551,0.840631169,0.75,1,0,1,0,0,0,0,0,1,0,1,0.688830719
0.666666667,0.63283849,0.917839919,0.75,0,1,0,1,0,1,0,0,1,0,0,0.328038072
0,0.681511626,0.547359367,0.375,1,1,0,1,0,0,0,0,1,0,1,0.911417669
0.666666667,1.100324618,1.395937637,0.5,1,1,0,1,0,1,0,0,1,0,0,0.860304613
1,1.424501114,1.684099441,0.75,1,0,1,0,0,1,0,0,1,0,1,1.213205991
0,0.820349676,1.119073361,0.375,1,1,0,1,0,0,0,0,0,0,1,0.996674793
0,1.867773242,1.587493458,0.75,1,1,0,1,0,1,0,0,0,1,1,1.682614011
0,0.816418319,0.942305971,0.75,1,1,0,0,0,0,0,1,0,0,1,0.541232631
0.666666667,1.143081437,1.324336487,0.75,1,1,0,1,0,1,0,1,0,0,0,1.021014317
0,0.679255072,0.799669811,0.75,0,1,0,0,0,0,0,0,1,0,0,0.382550409
0,1.473273604,1.29504569,0.75,1,1,0,1,0,1,0,0,0,0,1,1.265492661
0.666666667,1.074911757,1.344745358,0.75,1,1,0,1,0,0,0,0,0,1,1,0.83217909
1,0.087254135,1.83845565,0.375,1,0,0,0,0,0,1,0,0,1,0,2.573868654
0,0.66296179,1.182820429,0.75,1,1,0,1,0,0,1,1,0,0,1,0.819916349
1,1.065862454,1.045549444,0.75,1,1,0,1,0,0,0,0,0,1,1,0.822145246
0,0.792344786,1.260485015,0.75,1,1,0,0,0,0,0,0,0,0,1,1.082827935
0.333333333,1.621701735,2.145976615,0.75,1,0,0,1,0,0,0,0,1,0,1,1.423555587
0,0.571661927,0.960270526,0.375,1,1,0,1,0,0,0,1,0,1,0,0.885204461
0.333333333,0.748566484,1.264870987,0.75,1,1,0,1,0,0,0,0,1,0,1,0.847618261
0.666666667,0.839481864,1.192276765,0.75,1,1,0,1,0,0,0,1,0,0,1,0.781381052
0,0.720949047,0.930147767,0.75,1,1,0,1,0,0,0,0,0,0,1,0.751472664
0,0.664021018,0.673577084,0.75,1,0,0,0,0,0,0,0,0,0,1,0.364707781
1,0.856946353,0.392461024,0.375,1,1,0,1,0,0,0,0,0,0,1,0.587495663
0.333333333,1.312469784,1.56505662,0.75,1,1,0,1,0,0,0,0,0,1,1,1.116074713
0.666666667,1.266307743,1.324336487,0.75,1,1,0,1,0,0,0,0,0,1,1,1.042256477
0,0.924041253,1.072432783,0.75,0,0,0,0,0,1,0,0,1,0,0,0.663522858
